integrantes,vinculacion,horas_dedicacion,url,grupo,inicio_vinculacion,fin_vinculacion,posgrade,clasification,articulos,capitulos,libros,softwares,innovaciones,trabajos_dirigidos
JORGE LUIS TURRIAGO GONZALEZ,Integrante,40,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0001460114,6,2014-07-01, Actual,Maestría/Magister,Sin clasificar,2,0,0,0,0,0
JUAN SEBASTIAN FORERO RODRIGUEZ,Integrante,20,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0000005872,6,2013-06-01, Actual,Pregrado/Universitario,Sin clasificar,0,0,0,0,0,0
KARINA AVENDANO CASADIEGO,Integrante,10,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0001458181,6,2011-02-01, Actual,Maestría/Magister,Sin clasificar,1,0,0,0,0,0
KATALINA GUTIERREZ HERNANDEZ,Integrante,10,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0000132072,6,2018-02-01, Actual,Pregrado/Universitario,Sin clasificar,0,0,0,0,0,0
KRISTIAN ALBERTO TORRES BONILLA,Integrante,0,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0001577247,6,2013-06-01, Actual,Maestría/Magister,Sin clasificar,2,0,0,0,0,0
LAURA ALEJANDRA CALVACHE NARANJO,Integrante,5,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0001824085,6,2019-02-01, Actual,Técnico,Sin clasificar,0,0,0,0,0,0
LILIANA MARCELA HENAO MUNOZ,Integrante,40,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0001375464,6,2011-07-01, Actual,Doctorado,Investigador Junior (IJ),7,0,0,0,0,1
MANUEL SALVADOR CUERO VILLEGAS,Integrante,40,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0000039568,6,2014-09-01, Actual,Pregrado/Universitario,Sin clasificar,0,0,0,0,0,0
MARIA ANGELICA BELTRAN OLAYA,Integrante,10,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0001226592,6,2008-06-01, Actual,Maestría/Magister,Sin clasificar,1,0,0,0,0,0
SIGIFREDO CLAVIJO GARZON,Integrante,10,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0001460274,6,2011-10-01, Actual,Pregrado/Universitario,Sin clasificar,2,0,0,0,0,0
TEOFILA MARIA TRIANA VELASQUEZ,Integrante,40,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0001425205,6,2017-08-01, Actual,Maestría/Magister,Sin clasificar,5,0,0,0,0,0
VIVIAN VANESSA OSPINA CESPEDES,Integrante,0,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0000131830,6,2018-01-01, Actual,Pregrado/Universitario,Sin clasificar,0,0,0,0,0,0
XIOMARA KATHERINE MONTEALEGRE DELGADO,Integrante,0,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0001449856,6,2011-02-01, Actual,Pregrado/Universitario,Sin clasificar,1,0,0,0,0,0
GIOVANNY FAGUA GONZALEZ,Integrante,5; 20; 5; 20,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0000046728,7; 149,2006-04-01; 1998-02-01, Actual,Doctorado,Investigador Junior (IJ),14; 11,4; 7,0; 1,0; 0,0; 0,18; 21
DIANA ALVAREZ GONZALEZ,Integrante,5,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0000029041,7,2005-03-01, Actual,Doctorado,Sin clasificar,0,0,0,0,0,0
ADRIANA SAENZ APONTE,Integrante,5,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0000230332,7,2009-01-01, Actual,Maestría/Magister,Investigador Asociado (I),1,0,0,0,0,0
ANA KATHERINNE MUNEVAR LOZANO,Integrante,10,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0001487348,7,2009-07-01, Actual,Pregrado/Universitario,Sin clasificar,0,0,0,0,0,0
ANDREA MARINA POLANCO PINZON,Integrante,2,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0001443779,7,2010-01-01, Actual,Maestría/Magister,Sin clasificar,0,0,0,0,0,0
DANIEL ANDRES CHIRIVI JOYA,Integrante,40,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0001428075,7,2018-01-01, Actual,Doctorado,Investigador Junior (IJ),3,0,0,0,0,0
DIANA MILENA GOMEZ DIAZ,Integrante,20,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0001548109,7,2018-01-01, Actual,Maestría/Magister,Sin clasificar,0,0,0,0,0,0
DIEGO CRUZ FAGUA,Integrante,2,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0000091974,7,2021-06-01, Actual,Doctorado,Investigador Junior (IJ),0,0,0,0,0,0
FELIX ANDRES CASTELLANOS SUAREZ,Integrante,2,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0000651397,7,2021-05-01, Actual,Doctorado,Sin clasificar,0,0,0,0,0,0
ISABELLA ROMERO ANGEL,Integrante,4,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0000184109,7,2018-01-01, Actual,Técnico,Sin clasificar,0,0,0,0,0,0
IVON ANGELICA RODRIGUEZ CIFUENTES,Integrante,4,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0000063566,7,2009-01-01, Actual,Maestría/Magister,Sin clasificar,0,0,0,0,0,0
IVONNE JANETH GARZON ORDUNA,Integrante,5,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0000498254,7,2005-03-01, Actual,Pregrado/Universitario,Sin clasificar,0,0,0,0,0,0
JEIMY CAROLINA AMADO SIERRA,Integrante,20,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0000804878,7,2011-07-01, Actual,Pregrado/Universitario,Sin clasificar,0,0,0,0,0,0
JENNIFER PAOLA CORREA CUADROS,Integrante,10,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0001455621,7,2009-07-01, Actual,Maestría/Magister,Sin clasificar,0,0,0,0,0,0
JOSE FAGUA GONZALEZ,Integrante,6,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0001404008,7,2008-01-01, Actual,Doctorado,Sin clasificar,0,0,0,0,0,0
JULIANA DURAN PRIETO,Integrante,40; 48; 40; 48,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0000802620,7; 782,2008-10-01; 2015-07-01, Actual,Doctorado,Investigador Junior (IJ),1; 7,0; 0,0; 0,0; 0,0; 0,0; 1
LILIANA PRADA LARA,Integrante,4,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0001661053,7,2018-01-01, Actual,Pregrado/Universitario,Sin clasificar,1,0,0,0,0,0
LUZ ANGELA GALINDO LEVA,Integrante,5,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0000003051,7,2009-02-01, Actual,Pregrado/Universitario,Sin clasificar,0,0,0,0,0,0
MONICA PAOLA HIGUERA DIAZ,Integrante,5,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0000278068,7,2005-03-01, Actual,Doctorado,Sin clasificar,2,2,0,0,0,0
SIMON MAYORGA PINEDA,Integrante,20,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0001836957,7,2019-01-01, Actual,Pregrado/Universitario,Sin clasificar,0,0,0,0,0,0
CARLOS EDUARDO LOPEZ CASTANO,Integrante,10,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0000047279,8,2001-06-01, Actual,Doctorado,Investigador Junior (IJ),9,41,7,0,0,12
MARTHA CECILIA CANO ECHEVERRI,Integrante,20,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0000234672,8,2001-06-01, Actual,Doctorado,Investigador Junior (IJ),6,38,4,0,0,2
ANGIE LORENA FRANCO VILLA,Integrante,3,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0001725686,8,2019-02-01, Actual,Técnico,Sin clasificar,0,0,0,0,0,0
CARLOS ALFONSO VICTORIA MENA,Integrante,10,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0001013246,8,2007-06-01, Actual,Maestría/Magister,Sin clasificar,0,0,0,0,0,1
CARLOS ANDRES JIMENEZ URUENA,Integrante,20,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0001420350,8,2013-01-01, Actual,Pregrado/Universitario,Sin clasificar,0,0,0,0,0,0
CARLOS IGNACIO JIMENEZ MONTOYA,Integrante,10,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0000617750,8,2013-01-01, Actual,Maestría/Magister,Sin clasificar,0,1,0,0,0,14
CARMEN ELISA HENAO JIMENEZ,Integrante,20,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0001370876,8,2008-01-01, Actual,Pregrado/Universitario,Sin clasificar,1,1,0,0,0,0
CAROLINA ARIAS HURTADO,Integrante,20,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0001404426,8,2010-01-01, Actual,Doctorado,Investigador Junior (IJ),4,3,1,0,0,0
CAROLINA SALDARRIAGA RAMIREZ,Integrante,; 8; ; 8,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0000388726,8; 635,2008-04-01; 2014-06-01, Actual,Maestría/Magister,Investigador Junior (IJ),1; 0,9; 1,2; 1,0; 0,0; 0,4; 0
DANIELA RENDON VARGAS,Integrante,10,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0000012065,8,2011-08-01, Actual,Técnico,Sin clasificar,0,0,0,0,0,0
DIANA CAROLINA SANCHEZ DUQUE,Integrante,6,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0001774263,8,2021-07-01, Actual,Pregrado/Universitario,Sin clasificar,0,0,0,0,0,0
DIANA ISABEL CARDENAS LANDINEZ,Integrante,10,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0000006520,8,2011-01-01, Actual,Especialización,Sin clasificar,0,1,1,0,0,0
DIANA MARIA RODRIGUEZ HERRERA,Integrante,12,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0000695572,8,2003-03-01, Actual,Doctorado,Investigador Junior (IJ),0,0,1,0,0,0
HECTOR JAIME VASQUEZ MORALES,Integrante,2; 30; 2; 30,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0001479015,8; 466,2019-01-01; 2013-02-01, Actual,Maestría/Magister,Sin clasificar,0; 0,0; 0,0; 0,0; 0,0; 0,0; 22
HUGO LOPEZ MARTINEZ,Integrante,20,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0001182013,8,2008-01-01, Actual,Doctorado,Sin clasificar,0,1,1,0,0,0
JORGE ANDRES VARGAS FLOREZ,Integrante,5; 0; 5; 0,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0001728762,8; 134,2019-02-01; 2019-01-01, Actual,Pregrado/Universitario,Sin clasificar,0; 0,0; 0,0; 0,0; 0,0; 0,0; 0
JOSE URIEL HERNANDEZ ARENAS,Integrante,10,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0000588911,8,2005-01-01, Actual,Maestría/Magister,Sin clasificar,0,1,1,0,0,4
JUAN DAVID ARANGO RAMIREZ,Integrante,4,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0001356635,8,2008-01-01, Actual,Especialización,Sin clasificar,0,1,0,0,0,0
LEON FELIPE CUBILLOS QUINTERO,Integrante,20,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0000220272,8,2002-06-01, Actual,Doctorado,Sin clasificar,0,10,2,0,0,14
LUISA FERNANDA GUEVARA PALACIO,Integrante,0,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0001363253,8,2016-07-01, Actual,Maestría/Magister,Sin clasificar,0,0,0,0,0,0
LUZ MARINA MORA GONZALEZ,Integrante,,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0000386740,8,2005-06-01, Actual,Pregrado/Universitario,Sin clasificar,1,9,0,0,0,0
MAICOL MAURICIO RUIZ MORALES,Integrante,5,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0000383724,8,2020-07-01, Actual,Doctorado,Sin clasificar,0,0,0,0,0,0
MANUELA OROZCO HERRERA,Integrante,0,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0001723686,8,2019-01-01, Actual,Técnico,Sin clasificar,0,0,0,0,0,0
MARIA ROSA FRANCINETH CASTELLANOS CARDONA,Integrante,20,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0000012064,8,2011-01-01, Actual,Especialización,Sin clasificar,0,1,1,0,0,0
YULIANA SALAZAR DUQUE,Integrante,10,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0001477141,8,2013-01-01, Actual,Pregrado/Universitario,Sin clasificar,1,0,0,0,0,0
JUAN MANUEL BARRAZA BURGOS,Integrante,5,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0000047716,9,1994-01-01, Actual,Doctorado,Investigador Senior (IS),62,3,0,0,0,74
CARMEN ROSA FORERO AMORTEGUI,Integrante,5,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0000047732,9,1995-10-01, Actual,Doctorado,Investigador Senior (IS),14,0,0,0,0,25
ALBIO DE JESUS GUTIERREZ AMADOR,Integrante,5,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0001418966,9,2019-01-01, Actual,Doctorado,Sin clasificar,0,0,0,0,0,0
ANDREA VILLA VILLA,Integrante,40,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0001536540,9,2017-02-01, Actual,Pregrado/Universitario,Sin clasificar,0,0,0,0,0,0
DAVID MICHAEL NUNEZ VARGAS,Integrante,40,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0001417838,9,2020-08-01, Actual,Pregrado/Universitario,Sin clasificar,0,0,0,0,0,0
EDGAR ALEXANDER PORTILLA AMAGUANA,Integrante,40,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0001348274,9,2021-01-01, Actual,Maestría/Magister,Sin clasificar,0,0,0,0,0,0
EDUARDO ARANGO DURANGO,Integrante,40,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0000061132,9,2017-01-01, Actual,Pregrado/Universitario,Sin clasificar,3,0,0,0,0,0
EDWARD GARCIA SAAVEDRA,Integrante,40,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0001416699,9,2014-08-01, Actual,Doctorado,Sin clasificar,0,0,0,0,0,6
FRANCISCO JAVIER VELASCO SARRIA,Integrante,40,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0001482138,9,2013-01-01, Actual,Doctorado,Sin clasificar,4,0,0,0,0,0
JAIME JOSE ACUNA POLANCO,Integrante,5,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0000047724,9,1999-01-01, Actual,Maestría/Magister,Sin clasificar,0,0,0,0,0,4
JENNIFER JIMENEZ PAZ,Integrante,40; 4; 40; 4,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0001599172,9; 166,2015-02-01; 2016-02-01, Actual,Doctorado,Sin clasificar,0; 0,0; 0,0; 0,0; 0,0; 0,0; 0
JUAN SEBASTIAN GUERRERO PEREZ,Integrante,5,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0001421977,9,2018-01-01, Actual,Doctorado,Investigador Junior (IJ),4,0,0,0,0,14
LYNA SABOGAL SABOGAL,Integrante,40,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0000069922,9,2016-08-01, Actual,Maestría/Magister,Sin clasificar,0,0,0,0,0,0
INES RESTREPO TARQUINO,Integrante,40; 20; 40; 20,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0000045560,10; 37,1993-07-01; 2003-06-01, Actual,Doctorado,Investigador Senior (IS),10; 7,8; 21,1; 5,0; 0,0; 0,19; 76
MIGUEL RICARDO PENA VARON,Integrante,40,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0000045578,10,1993-07-01, Actual,Doctorado,Investigador Senior (IS),48,16,2,0,0,26
ALEXANDER APONTE REYES,Integrante,5,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0000595055,10,2002-01-01, Actual,Doctorado,Sin clasificar,2,3,0,0,0,3
ANDRES FERNANDO TORO VELEZ,Integrante,40,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0001015680,10,2012-03-01, Actual,Maestría/Magister,Sin clasificar,7,0,0,0,0,0
ANDRES MAURICIO ZAPATA RIVERA,Integrante,40; 2; 40; 2,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0001468302,10; 104,2012-02-01; 2010-03-01, Actual,Doctorado,Investigador Junior (IJ),4; 3,0; 0,0; 0,0; 0,0; 0,0; 2
BEATRIZ HELENA LOPEZ ARBOLEDA,Integrante,20; 20; 20; 20,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0000033900,10; 26,2016-02-01; 2017-08-01, Actual,Maestría/Magister,Sin clasificar,1; 0,0; 0,0; 0,0; 0,0; 0,0; 0
CARLOS ARTURO MADERA PARRA,Integrante,10; 7; 10; 7,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0000038199,10; 167,1996-01-01; 2004-08-01, Actual,Doctorado,Investigador Senior (IS),29; 30,6; 8,2; 0,0; 0,0; 0,6; 36
CAROLINA BLANCO MORENO,Integrante,20; 20; 20; 20,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0001602445,10; 26,2016-02-01; 2017-06-01, Actual,Maestría/Magister,Sin clasificar,1; 0,0; 0,0; 0,0; 0,0; 0,0; 0
DAVID CHAQUEA ROMERO,Integrante,0,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0000034564,10,2017-12-01, Actual,Pregrado/Universitario,Sin clasificar,0,0,0,0,0,0
DAVID DUNCAN MARA,Integrante,4,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0000222470,10,1996-03-01, Actual,Doctorado,Sin clasificar,11,9,1,0,0,0
GUISSELA ANDREA REBOLLEDO LOZANO,Integrante,0,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0001606595,10,2017-02-01, Actual,Maestría/Magister,Sin clasificar,0,0,0,0,0,0
HENRY GRANADA ECHEVERRI,Integrante,0,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0000315427,10,2017-12-01, Actual,Maestría/Magister,Sin clasificar,1,0,0,0,0,0
OLGA LUCIA BAQUERO MONTOYA,Integrante,12,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0000641316,10,2019-06-01, Actual,Maestría/Magister,Sin clasificar,0,0,0,0,0,0
TATIANA ANDREA DAVILA MARTINEZ,Integrante,20; 20; 20; 20,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0001405361,10; 61,2015-02-01; 2012-07-01, Actual,Maestría/Magister,Sin clasificar,1; 0,0; 1,0; 0,0; 0,0; 0,0; 3
VICTOR ALFONSO CERON HERNANDEZ,Integrante,40; 40; 40; 40,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0001422845,10; 229,2013-07-01; 2018-01-01, Actual,Doctorado,Investigador Junior (IJ),4; 2,3; 1,0; 0,0; 0,0; 0,0; 0
VIVIANA VALENCIA ZULUAGA,Integrante,30,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0001015745,10,2008-09-01, Actual,Maestría/Magister,Sin clasificar,0,3,0,0,0,5
SANTIAGO ROBERTO DUQUE ESCOBAR,Integrante,16; 5; 16; 5,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0000523666,11; 192,1989-11-01; 2005-02-01, Actual,Maestría/Magister,Investigador Senior (IS),64; 8,46; 1,2; 0,0; 0,0; 0,92; 0
ABEL ANTONIO SANTOS ANGARITA,Integrante,2,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0000383457,11,2012-06-01, Actual,Maestría/Magister,Sin clasificar,1,0,0,0,0,0
ALEJANDRA ANDRADE SILVA,Integrante,20,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0001828126,11,2020-11-01, Actual,Pregrado/Universitario,Sin clasificar,0,0,0,0,0,0
ANA M MANJARRES HERNANDEZ,Integrante,6,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0000778290,11,2008-01-01, Actual,Doctorado,Investigador Junior (IJ),12,2,1,1,0,0
ANGELICA MARIA TORRES BEJARANO,Integrante,6,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0001220721,11,2010-01-01, Actual,Maestría/Magister,Investigador Junior (IJ),4,2,1,0,0,0
CAMILA MARIA PEREZ CUBILLOS,Integrante,4,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0001527938,11,2014-02-01, Actual,Pregrado/Universitario,Sin clasificar,0,1,0,0,0,0
CASTOR GUISANDE GONZALEZ,Integrante,8,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0000343234,11,1990-01-01, Actual,Doctorado,Investigador Junior (IJ),32,2,2,1,0,0
CLAUDIA PATRICIA ANDRAMUNIO ACERO,Integrante,24; 10; 24; 10,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0001250809,11; 610,2017-01-01; 2015-05-01, Actual,Maestría/Magister,Sin clasificar,0; 1,0; 0,0; 0,0; 0,0; 0,0; 2
DEYSI CAROLINA DELGADO CADENA,Integrante,20,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0001827985,11,2020-11-01, Actual,Pregrado/Universitario,Sin clasificar,0,0,0,0,0,0
EDGAR FRANCISCO PRIETO PIRAQUIVE,Integrante,3; 2; 3; 2,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0000667129,11; 191,2004-01-01; 2014-11-01, Actual,Doctorado,Investigador Junior (IJ),2; 0,3; 0,0; 0,0; 0,0; 0,1; 0
ELIANA MARIA JIMENEZ ROJAS,Integrante,0; 8; 0; 8,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0000218642,11; 32,2017-01-01; 2017-04-01, Actual,Doctorado,Investigador Junior (IJ),0; 5,1; 1,0; 0,0; 0,0; 0,0; 0
ENRIC CASSU CAMPS,Integrante,4,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0001348265,11,2012-06-01, Actual,Maestría/Magister,Sin clasificar,2,4,0,0,0,0
JEFFERSON RODRIGUES DE QUADROS,Integrante,0; 0; 0; 0,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0001702182,11; 193,2019-04-01; 2019-05-01, Actual,Maestría/Magister,Sin clasificar,0; 0,0; 0,0; 0,0; 0,0; 0,0; 0
LILIANA PALMA SILVA,Integrante,6; 5; 6; 5,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0001325159,11; 340,2009-08-01; 2019-02-01, Actual,Pregrado/Universitario,Sin clasificar,3; 0,2; 0,0; 0,0; 0,0; 0,0; 0
LIZETH PAOLA BETANCOURT BENAVIDES,Integrante,20,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0001551208,11,2020-07-01, Actual,Maestría/Magister,Sin clasificar,0,0,0,0,0,0
MARCELA NUNEZ AVELLANEDA,Integrante,8; 40; 8; 40,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0000245720,11; 456,1990-01-01; 1995-09-01, Actual,Maestría/Magister,Investigador Junior (IJ),16; 23,3; 12,0; 1,0; 0,0; 0,0; 6
MONICA NATALIA PEREZ RUA,Integrante,6; 3; 20; 6; 3; 20; 6; 3; 20,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0001441008,11; 223; 580,2012-06-01; 2019-01-01; 2019-01-01, Actual,Pregrado/Universitario,Sin clasificar,2; 0; 0,0; 0; 0,1; 0; 2,0; 0; 0,0; 0; 0,0; 0; 0
NELSON JAVIER ARANGUREN RIANO,Integrante,4; 8; 4; 8,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0000293270,11; 192,2004-01-01; 2002-02-01, Actual,Doctorado,Investigador Asociado (I),4; 27,0; 2,0; 0,0; 0,0; 0,1; 36
NESTOR NED TORRES ZAMBRANO,Integrante,2,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0000455237,11,2008-03-01, Actual,Maestría/Magister,Sin clasificar,6,3,0,0,0,0
PAULO TIRSO CORDOBA GUZMAN,Integrante,20,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0000036211,11,2020-11-01, Actual,Maestría/Magister,Sin clasificar,0,0,0,0,0,0
